4469;0;0;0
5158;-4;8;-159
5609;-5;7;-159
6060;-6;8;-158
6510;31;-104;-154
6961;-33;-167;-122
7411;104;-151;-92
7862;201;-44;-74
8317;147;-114;-47
8768;181;-93;-15
9219;154;-85;-13
9669;146;-179;-36
10121;246;-284;-79
10571;223;-393;-115
11022;114;-405;-137
11472;133;-336;-149
11923;206;-279;-158
12374;135;-171;-157
12825;159;-107;-154
13284;103;-154;-152
13737;115;-115;-150
14188;111;-98;-156
14640;77;-114;-167
15090;103;-74;-178
15541;123;-77;173
15992;89;-63;173
16443;116;-44;173
16896;91;-36;170
17347;104;-27;172
17809;99;0;173
18259;52;-84;173
18711;-14;-18;170
19162;-19;0;170
19613;-21;2;170
20064;-23;2;169
20514;-24;2;169
20965;-25;2;170
21415;-25;2;171
21869;-25;2;171
22320;-26;2;171
22780;-26;1;171
23231;-26;1;172
23682;-25;1;171
24133;-28;4;168
24584;-12;8;173
25034;10;18;150
25486;5;16;-105
25936;-32;12;-105
26388;-10;15;-64
26839;1;17;-35
27300;12;16;-23
27751;12;38;-38
28201;4;68;-29
28653;-12;75;-21
29104;-9;120;-18
29555;0;229;-26
30006;8;318;-22
30462;30;319;-106
30916;31;335;-151
31367;21;306;-134
31817;33;183;-120
32280;-17;142;-66
32731;-113;241;-45
33182;-464;518;-131
33634;-667;753;146
34085;-174;555;31
34536;-387;437;-18
34988;-465;415;144
35439;-223;230;158
35890;-349;277;108
36341;-202;222;-15
36804;-68;96;-32
37255;-22;15;-29
37706;16;-32;-30
38160;35;-39;-24
38610;21;7;-28
39061;-9;684;-33
39515;-1748;11;90
39966;-106;-595;-133
40418;-18;-163;-105
40868;12;0;-55
41319;9;90;-41
41782;12;51;-46
42232;7;22;-56
42686;8;6;-70
43137;-1;-8;-80
43587;1;-17;-76
44039;10;-13;-106
44489;0;3;-100
44940;1;8;-106
45391;0;-2;-40
45842;13;-3;-33
46306;24;103;-26
46757;29;152;-33
47208;0;107;-32
47660;0;49;-24
48113;-15;10;-20
48564;0;-228;-28
49015;4;-274;-49
49466;5;-205;-71
49916;18;-212;-98
50368;-6;-132;-107
50830;-10;-58;-103
51281;-4;16;-90
51732;-1;184;-38
52184;-3;135;-38
52634;13;64;-56
53086;8;30;-64
53536;2;18;-100
53987;5;13;-67
54440;2;26;-85
54891;63;17;-75
55343;38;18;-84
55804;75;14;-80
56258;53;12;-57
56712;12;12;-81
57162;-1;0;-79
57613;-16;4;-64
58064;-14;2;-55
58515;-5;0;-52
58966;3;0;-42
59416;9;-8;-39
59868;9;39;-54
60329;16;58;-61
60780;14;31;-61
61231;4;13;-57
61682;3;3;-101
62133;-23;-6;-123
62586;-18;-11;-28
63037;-6;-4;-46
63488;3;-1;-38
63939;17;31;-43
64390;-30;-12;-138
64840;-30;-10;-168
65302;-29;-7;-175
65752;-28;-6;-178
66202;-27;-6;-178
66653;-27;-5;-179
67103;-26;-4;-180
67555;-26;-4;-180
68005;-26;-3;179
68456;-26;-3;179
68907;-26;-3;179
69360;-26;-3;-180
69822;-25;-3;-179
70273;-25;-3;-179
70723;-25;-2;180
71177;-25;-2;179
71627;-25;-2;179
72079;-25;-2;179
72529;-25;-2;179
72980;-25;-2;179
73431;-25;-2;179
73881;-25;-2;179
74335;-25;-2;179
74797;-25;-2;-179
75247;-25;-2;-179
75699;-25;-2;180
76149;-25;-2;180
76600;-25;-2;-179
77050;-25;-2;-179
77501;-25;-2;-179
77952;-25;-2;-179
78403;-25;-2;180
78854;-25;-2;179
79315;-25;-2;179
79766;-25;-2;179
80217;-25;-2;179
80670;-25;-2;180
81121;-25;-2;-179
81571;-24;-2;-179
82025;-23;-2;-178
82476;-23;-4;-177
82927;-22;-4;-175
83380;-25;-2;-173
83843;-25;-2;-167
84293;-25;-1;-163
84744;-24;0;-164
85195;-18;1;-153
85646;0;21;-103
86096;19;28;-57
86547;18;23;-56
86998;12;16;-47
87449;6;13;-39
87900;0;13;-49
88350;0;12;-37
88812;-2;16;-49
89263;2;17;-44
89716;2;12;-52
90167;1;10;-31
90617;3;12;-31
91069;1;53;-39
91520;1;163;-31
91973;4;217;-33
92424;7;285;-30
92874;4;385;-32
93336;14;288;-25
93787;11;59;-160
94238;2;-18;-52
94689;15;62;-20
95139;6;163;-21
95589;-11;203;-21
96039;-126;242;-21
96491;-426;378;-27
96943;-521;547;-57
97393;-104;293;-150
97847;-254;182;131
98310;-372;202;19
98760;-218;105;130
99212;-246;105;15
99662;-348;165;175
100114;-373;163;134
100568;-407;162;37
101019;-441;210;12
101470;-441;169;3
101921;-523;161;15
102373;-609;204;131
102835;-427;161;99
103286;-133;11;145
103737;-77;-75;167
104188;-251;-13;14
104639;-319;24;11
105094;-473;142;-9
105544;-513;265;-12
105996;-387;258;-21
106447;-385;248;-34
106901;-498;342;-45
107353;-286;395;-65
107815;-123;233;-115
108266;-72;175;-177
108720;-66;109;-155
109171;-22;23;-179
109623;-69;39;-179
110073;-216;96;15
110525;-192;65;-7
110976;-146;32;0
111427;-60;2;40
111878;-2;-19;14
112343;18;-11;4
112793;32;-7;0
113244;25;0;-1
113695;11;8;-3
114146;3;13;-6
114596;3;12;-4
115048;2;12;-9
115499;-5;19;-11
115949;-13;353;-7
116401;-31;460;-3
116854;-76;726;-4
117316;-11;474;-8
117768;33;73;-19
118218;33;-162;-167
118670;25;-163;-156
119120;22;-93;-68
119575;3;-55;-167
120029;-9;-18;-162
120479;-16;-3;-161
120930;-15;13;-28
121381;-21;430;-16
121843;-1131;866;99
122295;-34;427;2
122745;18;111;107
123197;-80;0;-17
123648;-156;-5;-26
124099;-175;53;-50
124551;-102;64;-59
125001;-20;20;-63
125455;-7;0;-56
125906;5;-11;-55
126368;15;-7;-51
126819;3;-5;-38
127269;-4;2;-48
127723;-3;174;-38
128175;-1706;731;127
128625;-1739;-362;56
129077;-55;-364;-133
129527;-14;-112;-104
129979;-5;-24;-78
130429;-1;21;-91
130880;37;47;-77
131345;25;25;-46
131796;15;19;-38
132247;-18;5;-35
132698;-3;-41;-35
133149;-5;-57;-72
133602;7;-79;-50
134053;0;-112;-49
134504;-3;-174;-28
134955;3;-216;-28
135408;0;-208;-48
135870;6;-160;-79
136322;20;-117;-65
136772;4;-77;-73
137223;-7;-169;-83
137674;-28;-211;-106
138125;-5;-193;-110
138576;-4;-91;-90
139027;31;49;-77
139479;17;94;-43
139929;8;62;-72
140380;-9;23;-99
140841;1;-72;-155
141292;59;-72;-161
141746;63;-14;-117
142197;73;-17;-94
142648;24;0;-68
143098;2;-10;-84
143555;-19;-63;-101
144006;13;-23;-85
144457;20;19;-57
144908;12;31;-47
145370;3;-1;-46
145821;-3;-16;-62
146272;-1;-13;-61
146723;-1;-12;-74
147174;7;-1;-50
147624;9;0;-57
148076;5;-39;-90
148527;11;-113;-66
148977;6;-69;-58
149429;5;-32;-44
149894;7;-1;-66
150344;-16;4;-172
150796;-11;1;176
151246;-10;3;172
151700;-10;5;171
152151;-11;6;170
152602;-11;8;170
153053;-12;8;169
153503;-12;10;170
153955;-13;10;169
154405;-13;11;169
154867;-15;10;169
155318;-15;10;169
155769;-15;10;169
156223;-15;10;169
156674;-15;10;169
157124;-15;10;169
157576;-15;10;169
158026;-15;10;169
158480;-15;10;169
158930;-15;10;169
159392;-15;10;169
159844;-15;10;169
160294;-15;10;169
160748;-15;10;169
161199;-15;10;169
161649;-15;10;169
162101;-15;10;169
162551;-15;10;169
163002;-15;10;169
163453;-15;10;169
163904;-15;10;169
164364;-15;10;169
164814;-15;10;169
165265;-15;10;169
165716;-15;10;169
166167;-15;10;169
166618;-15;10;169
167071;-15;10;169
