4518;377;379;377;251
4941;1499;1508;1497;993
5392;1501;1510;1497;993
5842;1501;1510;1497;993
6293;1501;1510;1497;993
6744;1501;1510;1497;993
7194;1501;1510;1497;993
7645;1501;1510;1497;993
8095;1501;1510;1497;993
8551;1501;1510;1497;993
9001;1501;1510;1497;993
9453;1501;1510;1499;993
9904;1501;1510;1499;993
10354;1501;1510;1499;993
10805;1501;1510;1499;993
11255;1501;1510;1499;993
11706;1501;1510;1499;993
12156;1501;1510;1499;993
12608;1501;1510;1499;995
13067;1501;1510;1494;995
13517;1501;1510;1496;995
13971;1501;1510;1496;995
14423;1501;1510;1496;995
14873;1501;1510;1496;995
15324;1501;1510;1498;995
15775;1501;1510;1498;995
16226;1501;1510;1498;995
16678;1501;1510;1498;995
17130;1501;1510;1498;995
17581;1501;1510;1498;995
18042;1501;1510;1498;995
18494;1501;1510;1498;995
18945;1501;1510;1498;995
19395;1501;1510;1498;995
19847;1503;1510;1498;995
20297;1503;1510;2002;995
20748;1501;1510;2002;995
21198;1501;1510;1502;995
21652;1501;1510;1502;995
22103;1501;1510;1502;995
22564;1501;1510;1510;1068
23014;1501;1514;1503;1162
23464;1501;1527;1503;1208
23915;1501;1600;1501;1219
24367;1501;1517;1502;1289
24817;1501;1517;1502;1317
25269;1499;1515;1502;1317
25719;1434;1515;1502;1317
26170;1501;1515;1502;1334
26621;1501;1515;1510;1397
27072;1501;1515;1507;1453
27534;1501;1560;1503;1453
27984;1501;1599;1513;1453
28436;1508;1575;1885;1275
28887;1506;1671;1526;1399
29338;1502;1739;1513;1433
29789;1502;1778;1523;1661
30245;1502;1765;1520;1954
30696;1502;1776;1497;1997
31150;1502;1754;1495;1475
31600;1502;1675;1503;1414
32063;1445;1697;1503;1458
32514;1275;1796;1383;1539
32965;1107;1808;1250;1608
33417;1075;1727;1312;1610
33867;1137;1522;1455;1618
34319;1098;1549;1199;1662
34770;1154;1554;1491;1662
35222;1343;1520;1464;1662
35673;1146;1599;1193;1660
36124;1261;1561;1289;1627
36576;1410;1548;1387;1627
37038;1442;1533;1493;1627
37489;1499;1517;1493;1627
37943;1499;1515;1493;1627
