73097;-23;-4;495;0;0;-1
73547;-22;-4;496;0;0;-1
73998;-23;-4;495;0;0;-1
74463;-23;-4;495;0;0;-1
74913;-23;-5;496;0;0;-1
75364;-23;-5;496;0;0;-1
75814;-23;-4;496;0;0;-1
76266;-23;-4;497;0;0;-1
76717;-22;-4;496;0;0;-1
77167;-23;-4;496;0;0;-1
77618;-22;-5;496;0;0;0
78068;-23;-4;496;0;0;-1
78519;-23;-4;497;0;0;-1
78970;-22;-5;496;0;0;-1
79432;-23;-4;496;0;0;-1
79883;-22;-5;496;0;0;-1
80333;-23;-4;496;0;0;-1
80787;-22;-4;496;0;0;-1
81238;-23;-4;495;0;0;-1
81691;-7;10;478;0;7;0
82142;-24;-6;461;-1;0;-1
82592;-22;0;479;8;-10;0
83043;-28;-9;488;-15;-1;4
83496;-35;3;544;-9;-6;-1
83958;-10;-13;521;-6;-8;-4
84410;4;-8;455;23;-17;2
84860;-20;6;510;-11;-19;-5
85311;-10;12;490;23;14;3
85763;-4;5;571;40;1;2
86213;14;-2;465;24;2;-3
86664;12;-13;526;32;19;0
87114;-11;16;542;1;0;0
87565;7;14;579;-92;34;0
88016;19;-24;458;61;19;-8
88467;-20;-4;410;44;-76;1
88929;-13;29;579;-10;36;7
89379;9;24;499;-71;16;-3
89833;13;0;582;-32;45;-8
90284;-4;3;520;-94;80;-8
90734;13;0;498;-18;31;-6
91185;-9;15;526;-16;107;-3
91636;14;49;500;-42;114;5
92089;22;53;490;-10;100;-8
92539;8;45;440;99;47;-5
92990;20;71;423;148;-59;-4
93453;46;189;552;-123;-217;7
93903;85;314;682;-25;-99;-17
94354;42;217;628;-224;68;-4
94806;-18;162;809;208;118;26
95254;134;100;157;143;-22;29
95706;-29;155;264;-148;0;19
96156;100;172;656;-445;130;-128
96608;310;160;736;-445;113;-215
97059;200;-7;-606;7;-246;-101
97510;280;178;970;-260;-74;-206
97964;288;250;1338;-238;-36;-329
98426;293;130;397;107;-212;-97
98877;119;51;622;-80;70;-96
99329;150;33;817;-256;33;-179
99779;115;-71;457;-38;-100;-122
100231;35;14;369;-66;-21;-27
100684;-2;3;363;-33;-44;-121
101136;-42;61;593;-110;-13;-55
101586;-25;79;557;-21;108;-20
102038;-96;58;457;-333;92;-82
102489;100;195;235;25;-124;-80
102951;-254;280;440;308;-438;4
103402;-243;100;381;-79;33;12
103854;-305;355;520;-89;35;-15
104305;-229;211;414;32;-12;-120
104756;-298;362;241;-251;184;-135
105210;-46;317;670;-311;40;-226
105661;-81;245;446;31;-347;-195
106113;119;206;263;369;-223;-234
106566;303;307;555;-325;-167;-315
107018;-273;134;1758;-258;-279;-364
107481;-2;111;1037;-100;-179;-200
107932;215;56;358;-22;-78;11
108383;36;-85;712;-154;7;-14
108836;128;-19;449;27;-181;-40
109288;174;153;526;-91;68;-21
109740;200;21;351;-273;-26;-160
110190;104;5;805;-140;2;-118
110642;22;71;399;-20;-83;-21
111092;48;43;448;92;-71;1
111543;12;26;409;57;-66;13
111994;-16;29;527;120;-4;10
112458;-28;14;418;-50;112;7
112910;4;16;358;72;10;12
113360;-23;-9;436;-110;-14;-14
113811;-23;20;499;101;42;-5
114263;-40;-13;361;54;-88;0
114713;-29;-8;524;77;52;-11
115164;-50;12;605;-10;12;-14
115615;9;-18;673;-58;478;-26
116066;-82;28;503;5;294;-21
116517;-30;29;396;155;225;-6
116982;-3;67;65;0;163;3
117433;-103;202;570;148;-260;-32
117883;-113;141;1030;24;-235;-101
118335;-17;105;631;-198;62;-1
118787;98;235;734;-264;115;59
119240;-16;186;757;-23;33;-25
119691;-15;178;767;-245;141;-22
120145;6;84;493;9;7;-13
120596;2;62;445;23;-144;-11
121047;39;71;475;29;414;5
121498;21;25;256;-42;590;-4
121960;-30;12;137;397;-530;30
122411;-13;182;653;159;-554;-7
122862;139;160;451;-226;-186;-241
123314;84;256;542;-320;-133;-201
123764;31;86;700;32;134;-320
124216;194;22;804;88;-173;-338
124666;69;65;969;176;35;-114
125118;70;8;498;138;-56;-23
125572;39;-36;441;72;-134;-26
126022;116;-2;428;92;52;-18
126485;55;17;463;-84;6;19
126936;85;-21;426;-16;108;-12
127386;41;-22;380;117;-82;-9
127840;44;18;591;-98;878;21
128291;60;-7;444;-89;1030;1
128742;-71;-89;985;-110;1189;30
129193;-64;-17;1088;-8;316;-33
129644;21;-21;568;-55;184;-82
130096;2;-2;514;-74;46;-26
130546;6;12;424;61;37;19
131011;-86;-19;441;-105;24;-8
131462;22;-3;623;-58;-23;-46
131912;22;23;510;25;-2;-11
132364;116;34;644;14;-315;-12
132814;2;97;754;-79;-32;-4
133265;59;72;662;-49;62;12
133719;23;42;492;83;-111;-11
134170;9;94;327;-192;-75;-30
134621;63;24;321;91;-44;20
135071;46;16;366;-8;-92;-16
135525;-42;3;391;-26;17;11
135987;35;-16;341;-135;-2;24
136438;55;-57;502;-24;74;27
136889;-8;12;627;32;-122;-33
137339;-17;-59;549;27;-77;-26
137791;1;-77;572;-47;36;-4
138242;46;-60;464;-96;113;-16
138693;37;-102;248;17;78;-29
139144;-35;-52;397;-106;219;-49
139594;-47;-25;501;-54;21;-25
140046;8;-5;437;-28;0;-12
140508;-17;24;403;83;-57;6
140958;-44;-40;350;8;-89;0
141409;20;-70;586;41;183;22
141862;75;-45;523;48;1;-5
142314;8;-23;651;-68;-40;-27
142765;-28;-30;460;69;7;-37
143218;-19;35;494;-55;-81;-7
143672;-10;-12;745;43;118;42
144122;5;-15;568;-30;139;9
144574;47;-17;589;-143;5;-8
145025;32;-39;635;-73;26;-43
145486;-39;-16;541;-61;-15;-51
145938;15;-5;398;-107;18;7
146388;-25;-14;405;-42;11;16
146840;13;-33;420;72;37;4
147291;47;-37;492;27;-64;0
147741;17;-8;588;-85;27;-6
148193;44;7;507;39;-86;19
148643;0;-3;603;-9;57;5
149094;50;-28;479;-32;5;-6
149545;24;-13;429;44;-82;8
150009;129;-166;765;-2;-449;-109
150461;0;-7;477;20;-14;2
150912;-4;7;511;-13;4;-3
151363;-15;12;488;-9;4;0
151817;-22;25;518;-5;1;0
152267;-18;5;515;-11;3;-1
152718;-9;-5;454;9;-1;3
153169;-1;12;490;-10;0;1
153620;-37;16;538;2;-10;1
154071;-5;4;486;9;-15;3
154522;-16;8;498;-11;0;1
154984;-8;7;489;-5;1;0
155435;-10;7;493;0;0;0
155888;-10;8;494;0;0;1
156339;-10;7;494;0;0;1
156790;-10;8;494;-1;0;1
157241;-11;8;495;-1;0;1
157691;-11;8;494;-1;0;1
158143;-11;8;494;-1;0;1
158597;-11;7;494;0;0;1
159047;-11;8;494;-1;0;1
159509;-11;8;495;-1;0;1
159960;-10;7;494;-1;0;1
160411;-10;7;494;0;0;1
160865;-11;8;494;-1;0;1
161315;-10;8;494;-1;0;1
161766;-10;8;494;0;0;1
162217;-10;7;495;-1;0;1
162668;-11;8;494;-1;0;1
163119;-10;8;494;-1;0;1
163570;-11;7;494;0;0;0
164029;-11;8;495;0;0;1
164481;-11;8;494;-1;0;1
164931;-10;8;494;0;0;1
165382;-10;7;494;-1;0;0
165832;-10;8;494;-1;0;1
166284;-10;8;494;-1;0;1
166734;-11;8;494;-1;0;1
167188;-11;8;494;-1;0;1
167639;-10;8;494;0;0;1
168091;-11;7;494;-1;0;1
168543;-11;8;494;0;0;1
169001;-11;8;495;-1;0;1
169452;-11;8;495;0;1;1
169903;-10;8;494;-1;0;0
170356;-11;8;494;-1;0;1
170807;-11;7;494;-1;0;1
171257;-11;8;493;0;0;1
171708;-10;7;494;-1;1;1
172158;-11;8;494;-1;0;1
172610;-10;8;493;0;0;1
173061;-11;7;493;-1;0;1
173520;-10;7;493;0;0;1
173971;-10;8;494;0;0;0
174422;-10;8;494;0;0;0
174873;-11;7;495;-1;0;1
175324;-10;8;494;-1;0;1
175776;-11;7;494;0;1;0
176227;-10;7;494;-1;0;1
176677;-10;8;493;-1;0;1
177128;-10;8;494;0;0;1
177579;-11;7;495;0;0;1
178029;-11;7;495;-1;0;1
178489;-10;8;494;0;1;1
178939;-14;3;489;-1;0;0
179391;-14;-2;475;-8;3;2
179845;-14;13;484;-2;-2;0
180297;-45;15;526;-39;29;-1
180748;22;-43;566;23;-5;-35
181199;-14;3;506;18;15;0
181650;-8;-8;530;0;10;4
182100;0;-28;530;23;12;5
182551;0;1;491;-34;24;0
183010;34;-19;776;20;-27;1
183461;0;-35;661;-4;34;0
183912;-1;26;650;-60;89;3
184366;9;-2;647;20;54;-9
184816;48;-16;489;-19;42;-1
185267;26;14;380;-77;58;-5
185717;22;23;322;13;16;10
186168;36;-4;404;6;9;14
186618;17;19;439;1;23;6
187069;92;-55;586;5;-33;0
187520;-30;34;765;-10;125;-6
187979;29;2;298;9;21;-2
188433;16;6;323;-39;182;4
188883;21;-7;327;70;490;13
189335;-20;34;503;357;-438;-19
189786;-26;79;323;36;-467;-5
190236;-24;180;976;-84;133;-84
190688;25;38;603;90;-197;30
191138;-40;129;681;7;9;-92
191589;-112;168;392;-103;62;-49
192039;44;56;56;54;72;22
192502;69;90;237;-10;-178;30
192953;-53;54;273;-22;63;-11
193402;7;6;330;17;-20;-6
193853;0;1;198;10;1;6
194304;16;-15;325;-8;47;10
194754;28;-58;548;-102;120;-26
195205;-29;8;742;1;-129;-3
195655;26;-90;708;73;-55;58
196107;-8;-97;602;308;-217;82
196560;21;-64;197;-23;165;-62
197020;10;-80;476;-28;35;-48
197472;22;-77;308;-19;-10;2
197922;36;-118;349;87;-102;-54
198374;18;-40;487;136;-89;-24
198824;-31;-6;477;-61;51;10
199275;-28;-33;409;58;-15;1
199727;7;-18;311;79;14;-29
200177;-42;-47;472;7;-138;20
200628;-80;14;522;-124;15;-33
201077;-41;-32;448;-26;103;-37
201528;-25;4;658;-78;135;-41
201991;-45;-88;753;33;31;25
202441;-12;-67;711;-65;72;-3
202893;4;-52;600;-45;-56;34
203343;10;-47;550;36;-11;-26
203794;27;-27;451;9;-12;9
204248;14;1;340;6;26;-19
204698;60;-65;473;192;-147;39
205152;14;-4;511;0;-12;6
205602;-9;12;505;-17;-3;3
206054;-12;10;476;10;-4;3
206516;-8;7;494;0;-7;1
206966;-9;10;493;-3;0;-1
207418;-9;10;492;-1;1;2
207868;-9;10;491;-1;0;2
208319;-10;10;492;-1;0;2
208770;-9;11;492;-1;0;2
209223;-10;11;492;-1;0;2
209674;-103;34;793;27;-176;4
210125;-44;-188;272;-211;-350;224
210576;39;-398;126;85;2;252
211027;339;-358;92;-91;-101;42
211487;204;-444;-65;-356;-213;-100
211938;29;-497;150;-376;159;-368
212392;-284;-488;15;-65;82;58
212843;-116;-419;190;-158;333;338
213295;43;-249;361;-28;-33;368
213746;297;-350;419;0;-116;93
214197;244;-409;343;-126;86;41
214648;266;-426;282;87;-70;-54
215099;143;-359;207;77;-165;-14
215550;137;-310;79;-44;-20;102
216010;171;-386;236;37;144;-8
216464;295;-440;209;-92;50;67
216914;398;-422;218;63;10;62
217366;308;-320;258;83;-15;-32
217820;240;-296;141;-34;-166;-17
218271;120;-277;141;45;-169;-84
218722;121;-443;137;-40;-1;117
219173;228;-509;425;-81;-63;-76
219627;-301;-548;240;-363;-105;-233
220079;-411;-339;112;-95;132;-279
220530;-337;-64;75;-136;-171;-84
220990;-406;-6;-7;125;164;74
221442;-718;28;172;-55;-223;-37
221892;-614;68;43;8;137;-240
222344;-583;23;126;-9;57;-77
222794;-397;59;85;-218;-172;138
223246;-338;2;-1;184;162;-31
223697;-553;119;94;-85;-171;51
224148;-546;122;41;95;131;-151
224600;-593;141;132;33;9;-168
225050;-458;173;112;-282;-60;198
225510;-337;98;-11;211;70;-107
225961;-385;158;67;14;-126;128
226415;-502;223;56;81;-77;-14
226869;-691;248;135;46;67;-155
227320;-567;255;171;-234;25;58
227772;-415;115;13;65;51;-15
228226;-330;126;64;-71;-138;274
228676;-483;135;28;140;146;-210
229128;-666;182;88;55;61;-50
229579;-592;193;52;-122;2;83
230038;-498;98;8;94;141;-210
230490;-374;118;40;-173;7;189
230940;-418;-14;-74;112;77;408
231392;-437;-323;89;170;-34;419
231843;-80;-506;260;206;199;214
232294;185;-426;235;-23;-58;56
232745;162;-357;201;28;-116;38
233197;132;-322;152;-58;-75;75
233648;201;-445;304;-67;233;88
234102;320;-318;339;-98;165;195
234553;317;-78;394;-165;222;85
235016;208;68;423;25;-106;-130
235467;144;-49;447;30;-201;-221
235918;15;-121;516;-53;37;-182
236369;-55;21;527;-71;55;-77
236820;-26;19;501;38;12;39
237272;57;16;493;141;-5;4
237722;81;13;489;-28;-21;-1
238173;81;10;489;11;7;1
238624;87;13;488;-5;-3;1
239075;87;12;489;-2;0;1
239535;86;13;489;0;0;0
239987;85;13;488;0;0;0
240439;87;12;488;0;0;0
240889;87;13;488;0;0;0
241340;87;13;488;0;0;0
241790;87;12;489;0;0;0
242244;87;13;488;0;0;0
242695;86;13;489;0;0;0
243145;87;13;489;0;0;0
243599;86;13;489;0;0;0
244049;87;13;489;0;0;0
244509;87;13;488;-1;0;0
244960;87;13;489;0;0;0
245410;87;13;489;0;0;0
245861;86;14;488;0;0;0
246311;87;13;489;0;0;0
246762;87;13;488;0;0;0
247214;86;14;488;0;0;0
247664;87;13;488;0;0;0
248115;87;13;489;0;0;0
248565;87;12;489;0;0;0
249025;87;13;488;0;0;0
249476;87;13;488;0;0;0
249926;87;13;489;0;0;0
250378;87;12;488;0;0;0
250828;87;13;489;0;0;0
251279;86;13;487;0;0;0
251729;87;13;488;0;0;0
252185;87;13;488;0;0;0
252639;87;13;488;0;0;0
253089;86;12;489;0;0;0
253549;87;12;487;0;0;0
254000;86;13;489;0;0;0
254450;86;14;488;0;0;0
254901;87;12;489;0;0;0
255351;86;13;488;0;0;0
255802;86;13;488;0;0;0
256252;86;13;488;0;0;0
256704;86;13;489;0;0;0
257155;87;13;488;0;0;0
257605;86;14;488;0;0;0
258056;87;13;489;0;0;0
258515;86;13;489;0;1;0
258966;86;14;487;0;0;0
259417;86;13;488;0;1;0
259867;87;13;488;-1;0;0
260319;86;13;488;0;0;0
260771;86;13;488;0;0;0
261222;87;13;488;0;0;0
261676;87;12;488;0;0;0
262126;86;13;488;0;0;0
262577;86;13;488;0;0;0
263036;87;13;487;-1;0;0
263487;86;13;488;0;0;0
263938;87;13;488;0;0;0
264388;86;13;488;0;0;-1
264839;87;13;489;1;0;0
265289;87;13;488;0;0;0
265743;87;13;488;0;-1;0
266193;87;14;487;-1;0;0
266644;87;13;487;0;0;0
267095;88;13;489;0;0;0
267545;87;13;487;0;0;0
268004;87;13;489;0;0;0
268455;86;13;487;0;0;0
268906;87;13;488;0;0;0
269359;87;13;489;0;0;0
269809;87;13;487;0;0;0
270260;87;13;488;0;0;0
270710;87;13;488;0;1;0
271164;87;14;488;0;0;0
271614;87;13;489;0;0;0
272065;87;13;488;0;0;0
272534;86;13;489;0;1;-1
272985;87;13;488;0;0;0
273435;87;14;488;0;0;0
273886;87;13;489;0;0;0
274335;87;13;488;-1;0;0
274786;87;14;487;0;0;0
275236;87;12;488;0;1;0
275687;87;14;490;0;1;0
276137;87;12;488;0;0;0
276588;87;13;488;-1;0;0
277039;86;13;488;0;-1;0
277492;87;14;488;0;0;0
277946;88;13;488;0;1;0
278398;87;14;488;0;0;0
278849;87;13;488;-1;0;0
279300;87;13;488;0;0;0
279750;87;14;488;0;0;0
280201;87;13;487;-1;0;0
280654;88;13;488;0;0;0
281105;88;13;488;0;0;0
281555;87;13;487;0;0;0
282015;87;13;487;0;0;0
282465;87;14;488;0;0;0
282915;86;13;487;0;0;0
283366;87;13;488;0;0;0
283816;87;14;488;0;0;0
284267;87;13;489;0;0;0
284718;87;13;487;0;0;0
285168;87;13;488;0;0;0
285619;87;13;488;0;0;0
286069;87;13;488;0;0;0
286523;87;13;488;0;0;0
286977;87;13;488;0;0;0
287427;88;13;488;0;0;0
287879;87;14;488;0;0;0
288329;86;13;489;0;1;0
288780;87;13;488;0;1;0
289230;87;13;489;0;0;0
289682;87;14;488;0;0;0
290135;88;13;489;0;0;0
290585;87;13;487;0;0;0
291039;87;14;487;0;0;0
291497;87;14;489;0;0;0
291949;87;12;488;0;0;0
292400;87;13;488;0;0;0
292850;87;13;487;0;0;0
293301;88;14;488;0;0;0
293752;87;14;487;0;1;0
294203;87;14;487;0;0;0
294653;87;13;487;0;0;0
295107;86;14;487;0;0;0
295558;87;13;488;0;1;0
296017;87;13;488;0;0;0
296468;87;13;488;-1;0;0
296919;87;13;487;0;0;0
297369;87;13;488;0;0;0
297821;87;14;488;0;0;0
298271;87;14;488;0;0;0
298722;87;14;487;0;0;-1
299172;88;13;488;0;0;0
299623;86;14;488;0;0;0
300077;87;14;488;0;0;0
300528;87;14;489;0;0;0
300987;87;14;487;0;0;0
301438;87;14;488;0;0;0
301889;87;14;488;0;0;0
302340;87;13;488;0;0;0
302790;87;13;488;0;0;0
303242;87;14;488;0;0;0
303694;86;13;488;0;0;0
304148;88;13;487;0;0;0
304599;87;14;487;-1;0;0
305049;87;14;488;0;0;0
305509;87;14;488;0;0;0
305959;86;13;487;0;0;0
306410;88;14;487;0;-2;1
306861;103;33;515;-54;28;-34
307311;118;28;513;131;-207;96
307763;45;-264;334;-171;-135;159
308214;116;-160;453;-303;-85;484
308666;177;-133;408;-125;-107;377
309120;166;-190;512;-275;-1;256
309571;154;-194;397;35;39;77
310022;77;-62;397;54;-20;-119
310481;51;-127;525;-85;22;-3
310933;80;-122;569;-29;36;-90
311384;82;-82;425;85;-76;-104
311835;19;-142;404;-21;-6;-68
312289;109;-275;490;39;21;-48
312739;129;-210;424;-5;32;6
313191;49;-226;331;-20;-157;-39
313643;25;-381;427;16;-141;-37
314094;18;-486;153;-62;-46;-91
314545;-58;-416;124;115;-99;-14
315004;-54;-470;164;73;35;-53
315459;-12;-574;74;-38;-70;-48
315910;-27;-430;-17;49;57;59
316364;-2;-451;213;6;240;-60
316815;-23;-391;364;-51;239;37
317266;-93;-109;422;-28;262;37
317717;-84;47;471;-23;92;-76
318169;-115;-12;481;65;-56;-42
318619;-75;143;480;42;-16;-92
319070;-11;9;497;-1;0;-1
319521;-9;9;495;0;0;-1
319980;-10;9;495;0;0;0
320431;-21;14;503;3;1;-1
320884;-15;-5;475;-9;-1;-2
321336;-24;23;512;3;7;1
321786;-18;14;506;-13;5;-1
322237;-25;22;486;1;-16;-1
322688;-20;7;506;11;-18;-1
323139;-45;30;581;-15;14;-2
323590;13;0;492;6;-7;-1
324041;-1;-6;534;17;3;-36
324503;21;-27;480;-1;-8;-18
324954;24;7;504;26;7;21
325405;8;-17;539;-27;50;13
325856;-22;21;532;-19;24;43
326307;-45;-2;629;32;-79;-15
326758;-3;5;486;-15;42;-10
327208;13;7;488;-15;72;145
327662;22;-9;660;-51;103;1
328113;2;34;399;24;14;-19
328564;-20;45;571;-26;-18;104
329026;-61;69;566;89;-1;11
329478;5;54;642;53;50;7
329928;-55;78;353;16;129;13
330379;-82;82;326;-45;0;-45
330830;103;206;472;-117;112;23
331282;56;222;546;-66;120;6
331732;43;280;115;-26;147;-4
332184;-90;59;134;-11;-26;-8
332638;-26;167;596;-61;-47;23
333088;20;223;567;-60;96;-47
333540;16;236;482;-124;-156;-108
334000;59;125;699;-175;171;-230
334451;176;-45;488;-392;66;-183
334903;193;4;551;-90;-122;-156
335353;116;17;588;-313;92;-211
335805;132;25;623;-326;90;-217
336256;107;52;633;-218;-3;-230
336707;129;67;558;-276;-135;-243
337161;-43;177;1142;-18;-108;-244
337612;21;93;211;119;-296;-93
338063;97;314;1101;-226;-37;-231
338523;41;0;548;-348;-285;-243
338974;-22;125;881;144;148;-93
339428;-36;63;732;2;-66;-13
339881;18;53;373;-4;6;25
340333;-6;57;356;-59;51;10
340784;-8;69;462;-54;64;8
341235;-24;50;548;-2;87;-20
341686;-10;86;478;-2;-85;15
342136;12;130;779;-73;99;-9
342588;60;81;318;40;93;110
343038;-60;101;614;313;-172;147
343498;-141;152;689;163;29;134
343950;-32;89;496;253;-177;117
344401;-46;155;424;34;-17;130
344852;-115;150;538;196;-62;143
345304;-81;141;189;-19;152;155
345757;-9;194;772;97;-284;165
346209;-40;117;165;220;-170;108
346659;-109;251;833;93;-2;128
347111;-36;151;587;277;-83;133
347565;-166;161;680;292;-268;106
348024;-57;191;516;-50;24;180
348476;-101;289;763;145;-182;90
348926;-118;157;471;137;-19;126
349378;-150;165;702;-44;-66;106
349830;-35;169;396;415;-293;165
350280;-153;128;515;258;-76;118
350732;-73;91;661;3;-169;159
351185;-19;120;595;219;-181;116
351637;-73;116;412;-371;72;106
352089;-106;184;669;33;12;-37
352548;-5;163;605;-17;152;-3
352999;-124;324;966;-185;179;-54
353451;43;212;468;161;-192;23
353904;121;145;297;5;-25;29
354355;-25;315;596;-187;32;41
354808;207;202;373;-310;122;-161
355260;152;164;1089;-435;62;-269
355712;256;66;1110;-162;0;-259
356162;226;32;319;-180;-180;-216
356614;149;112;935;-128;-155;-150
357065;92;88;457;-67;-135;-118
357524;27;108;410;143;-159;-65
357976;52;74;350;33;52;-57
358427;-27;132;368;-148;-50;-182
358878;58;125;389;-65;-184;-205
359329;19;108;199;-89;-78;-184
359780;5;134;430;-89;1;-211
360231;-40;244;980;-63;-145;-140
360683;51;209;649;-4;-47;-144
361134;163;216;493;88;59;-121
361585;181;204;551;9;-128;-140
362050;114;116;434;-195;-69;-134
362502;-109;281;699;-83;-85;-158
362955;201;253;715;83;-192;-209
363407;208;96;834;-266;-357;-203
363858;146;214;731;-403;-21;-220
364309;49;100;760;-197;-164;-178
364761;-18;59;698;-138;-248;-125
365211;44;190;619;-8;40;-12
365663;-56;141;735;264;-16;4
366113;-90;142;517;-175;352;10
366564;-43;97;376;134;105;-8
367024;-65;134;383;-104;-195;-115
367475;8;203;543;-343;-56;-140
367927;52;187;334;-263;-72;-159
368377;54;207;220;79;-297;-176
368831;126;224;456;-130;-200;-156
369283;119;260;551;-46;-233;-77
369733;37;305;732;145;-280;-90
370185;10;348;766;-87;-60;-50
370638;-30;365;896;-162;-91;-40
371089;-27;291;359;-155;-223;-7
371549;-134;454;907;-227;-204;-93
372000;-141;134;399;776;-390;-126
372452;5;140;828;-248;-208;15
372902;-153;-43;938;-65;-138;-36
373354;116;204;379;36;-12;-130
373805;-45;153;854;-50;-102;-87
374258;82;17;267;-200;-42;-101
374709;8;116;729;-195;119;-162
375160;66;82;297;-132;7;-88
375611;-64;80;-1;-28;102;10
376073;-72;137;163;-43;-333;21
