4494;-1;0;60;0;0;0
5275;-6;8;494;0;1;0
5726;-6;7;495;-1;0;0
6175;-149;-46;614;63;-8;-18
6626;-14;-98;409;-131;-64;293
7076;12;-89;451;-54;-2;401
7528;136;-162;427;44;60;151
7979;176;4;366;91;0;53
8434;130;-56;445;-39;-88;156
8885;238;-92;478;-45;90;-70
9335;141;-81;426;28;-90;-208
9786;98;-82;521;118;26;-250
10236;192;-276;446;46;-85;-106
10688;155;-315;326;-12;-43;-101
11139;72;-262;262;51;58;-6
11589;129;-240;568;64;144;-40
12040;143;-248;450;-55;105;12
12490;100;-151;406;-16;81;54
12941;96;-69;384;15;-39;-29
13401;65;-92;552;-67;27;51
13854;130;-138;520;-3;57;-21
14305;127;-68;422;3;-4;-112
14755;49;-57;357;77;5;-83
15207;90;-11;606;16;57;-98
15657;110;-60;526;-59;-17;-57
16108;75;-55;381;46;16;-3
16562;83;4;416;-4;53;-25
17012;49;5;598;-59;-18;18
17464;80;-58;518;0;70;11
17926;77;-36;441;-41;-20;-15
18376;5;-1;467;16;14;-66
18828;-68;102;631;62;33;12
19278;-7;-3;487;-44;50;7
19729;-22;2;491;0;0;6
20180;-21;0;491;-1;0;2
20631;-27;-1;496;-9;-4;2
21082;-16;-4;470;0;5;0
21532;-14;0;486;9;-10;2
21986;-11;1;491;9;4;3
22448;-16;-6;495;5;-13;2
22896;-36;5;496;-8;9;4
23348;-35;26;526;-14;-2;1
23798;-35;9;463;-7;-29;0
24249;-18;-4;520;38;15;14
24700;-20;-1;496;-31;48;-13
25151;13;9;412;-22;18;-44
25603;2;-34;378;-98;5;-15
26053;-12;4;473;-50;21;27
26504;-12;-28;551;49;-10;11
26955;23;6;613;7;16;21
27417;-14;5;877;-24;93;2
27868;3;26;877;52;1;-3
28318;24;28;436;5;-12;219
28770;1;30;418;61;1;169
29220;-13;76;687;21;69;-22
29671;-31;29;626;-26;152;3
30125;-121;182;1407;-1;-22;26
30579;7;159;868;6;54;1
31033;53;61;221;-86;63;4
31483;14;203;95;33;-113;-11
31945;-64;351;734;-124;-70;-40
32397;42;253;467;306;-70;-19
32847;109;226;497;-428;127;-231
33299;79;233;931;-314;73;-212
33751;583;108;410;-469;-388;-86
34201;110;280;1429;-686;-332;-245
34653;246;51;738;-683;-42;-155
35104;-15;139;916;108;-225;-88
35556;-11;109;973;-228;-54;-297
36006;57;71;657;-76;-104;-186
36458;82;193;1024;157;-229;-238
36920;61;111;784;-54;-98;-117
37371;28;123;803;-84;-72;-57
37823;21;147;588;-63;61;-5
38277;33;70;439;-20;35;-33
38727;30;33;169;95;524;11
39178;74;-71;232;7;919;53
39631;-16;-121;719;-31;920;61
40083;109;-136;1023;21;525;24
40535;-10;-32;651;53;53;-37
40985;43;-63;907;132;66;-10
41447;46;-48;576;73;-87;-27
41897;2;-5;351;34;-16;-9
42351;26;5;431;-13;16;-7
42802;23;-6;290;52;-37;-26
43253;10;-15;328;-22;-59;18
43704;-24;15;376;-34;3;-20
44155;-39;23;491;-61;58;-7
44606;-20;-28;385;-52;12;-1
45057;-4;-13;459;50;-59;-19
45507;-15;4;520;-74;83;6
45959;23;-13;635;19;65;18
46423;-59;43;666;130;19;-62
46874;-15;83;726;-15;-140;19
47325;5;76;640;-68;-17;-7
47776;-8;82;596;132;-90;-18
48230;22;21;397;18;-162;-3
48680;-4;95;609;-166;77;-29
49132;9;1;389;-35;21;5
49583;4;-39;443;57;-133;15
50033;-34;-49;476;-16;61;-1
50485;-1;-45;683;-1;-15;-11
50947;-32;-159;643;15;116;-12
51398;11;-123;535;29;229;-4
51849;44;-126;193;90;19;20
52299;62;-92;346;39;-140;-15
52751;-46;-65;556;-140;56;-9
53201;3;-71;277;12;-56;-15
53653;42;-37;480;-45;35;27
54104;-11;-56;303;31;63;-4
54557;-32;-26;387;-14;-43;4
55008;46;-25;385;100;18;-19
55458;-47;-26;263;-139;-4;-23
55923;-53;9;425;-23;169;-13
56375;-14;19;489;-21;116;-21
56827;-17;-6;633;-48;119;-52
57279;10;-2;742;-174;60;-30
57730;-9;-4;593;138;-38;55
58180;6;-7;441;-74;-45;-5
58632;21;13;532;61;50;36
59082;-1;-4;407;-47;0;-2
59533;26;-3;274;48;-10;-11
59983;26;-48;526;-3;149;19
60445;69;-8;684;-75;25;-65
60897;31;2;465;-41;-20;-19
61347;44;2;270;-90;-36;25
61798;9;-2;396;-94;-51;27
62249;-8;14;557;0;-44;50
62703;-44;26;548;-89;-13;-33
63154;34;-2;573;30;78;-32
63604;-6;-10;509;53;8;11
64055;-40;192;680;-178;194;150
64506;-34;6;484;-13;3;-1
64968;-29;0;514;-7;-1;-2
65419;-22;-8;487;-2;0;-1
65867;-21;-4;494;5;-5;-2
66319;-23;-4;499;-1;1;-1
66769;-24;-5;496;1;1;-1
67220;-23;-4;496;0;0;-2
67671;-23;-4;496;0;0;-1
68122;-23;-5;497;0;0;-1
68573;-23;-4;496;0;1;-1
69026;-23;-5;496;0;0;-1
69477;-23;-4;496;0;1;-1
69939;-23;-4;497;0;0;-1
70389;-23;-4;497;0;0;-1
70840;-23;-5;496;0;0;-1
71293;-23;-5;495;0;0;-1
71744;-23;-5;496;0;0;-1
72195;-23;-5;496;0;0;-1
72646;-23;-5;497;0;0;-1
