4533;377;379;375;251
4989;1501;1508;1494;993
5439;1501;1508;1494;993
5890;1501;1508;1494;995
6340;1501;1508;1494;995
6791;1501;1508;1494;995
7240;1501;1508;1494;995
7691;1501;1508;2001;995
8453;1501;1508;1878;995
9004;1501;1508;1495;995
9454;1501;1508;1495;995
9905;1501;1508;1500;995
10354;1501;1508;1500;995
10805;1501;1508;1500;995
11255;1501;1510;1985;993
11705;1501;1510;2001;991
12155;1501;1510;1547;993
12606;1501;1510;1503;1001
13056;1501;1510;1501;1001
13512;1501;1510;1501;1069
13963;1501;1515;1501;1159
14415;1501;1515;1501;1206
14869;1501;1517;1501;1272
15320;1446;1515;1501;1296
15770;1412;1515;1501;1355
16221;1474;1515;1501;1357
16672;1499;1517;1501;1370
17123;1499;1528;1499;1400
17573;1501;1522;1499;1402
18035;1501;1531;1499;1414
18487;1394;1517;1499;1428
18939;1506;1461;1499;1428
19390;1499;1547;1499;1476
19842;1501;1517;1499;1628
20292;1501;1567;1493;1609
20743;1501;1604;1493;1498
21194;1501;1844;1497;1459
21645;1501;1695;1497;1459
22096;1501;1504;1497;1519
22547;1501;1498;1495;1684
23015;1501;1902;1495;1583
23469;1501;1974;1497;1583
23920;1420;1299;1497;1600
24371;1503;1193;1497;1602
24822;1491;1508;1495;1602
25274;1504;1513;1495;1602
25725;1377;1536;1282;1597
26176;1246;1560;1273;1539
26628;1215;1626;1253;1499
27079;1188;1621;1252;1459
27542;1141;1615;1222;1459
27993;1141;1585;1203;1480
28444;1141;1585;1215;1503
28896;1144;1561;1290;1602
29347;1182;1561;1330;1602
29799;1197;1576;1373;1568
30251;1370;1619;1492;1519
30701;1499;1516;1494;1519
31155;1501;1516;1496;1558
31611;1501;1636;1494;1464
32074;1501;1734;1494;1384
32525;1501;1712;1494;1375
32976;1501;1679;1498;1373
33427;1501;1517;1557;1377
33879;1507;1517;1737;1375
34329;1507;1517;1710;1375
34781;1507;1515;1502;1375
35231;1507;1515;1495;1373
35682;1507;1689;1500;1373
36133;1504;1788;1500;1373
36584;1443;1620;1509;1378
37046;1441;1600;1503;1450
37497;1406;1601;1538;1450
37948;1410;1540;1656;1450
38400;1264;1558;1502;1450
38850;1251;1543;1502;1450
39304;1384;1648;1494;1450
39754;1605;1527;1494;1448
40209;1507;1572;1531;1329
40659;1507;1540;1724;1331
41111;1507;1546;1551;1336
41573;1507;1546;1504;1336
42024;1507;1567;1502;1336
42475;1507;1530;1557;1336
42927;1507;1537;1658;1268
43377;1507;1552;1502;1390
43829;1505;1611;1500;1392
44279;1505;1517;1500;1392
44732;1505;1515;1500;1392
45184;1505;1515;1498;1392
45634;1505;1515;1498;1392
46085;1505;1672;1500;1394
46547;1498;1574;1500;1394
46998;1498;1806;1500;1394
47453;1510;1180;1500;1401
47903;1469;1508;1498;1401
48355;1375;1634;1494;1401
48803;1312;1517;1500;1401
49255;1465;1517;1498;1472
49705;1465;1538;1498;1554
50157;1222;1517;1493;1475
50608;1462;1517;1499;1475
51069;1497;1517;1495;1406
51521;1497;1495;1500;1492
51972;1490;1498;1498;1509
52422;1486;1510;1494;1332
52873;1440;1528;1480;1332
53324;1502;1514;1494;1332
53775;1502;1514;1494;1332
54225;1502;1502;1490;1285
54676;1502;1504;1494;1285
55128;1502;1506;1494;1283
55581;1482;1506;1481;1283
56044;1269;1640;1262;1403
56495;1250;1636;1294;1403
56949;1198;1634;1288;1403
57400;1143;1614;1258;1450
57854;1131;1568;1220;1450
58305;1125;1568;1217;1450
58757;1125;1561;1229;1450
59207;1125;1561;1244;1450
59659;1303;1517;1494;1450
60109;1501;1515;1494;1450
60572;1389;1515;1481;1450
61023;1327;1520;1494;1461
61474;1442;1517;1494;1507
61925;1500;1517;1494;1418
62376;1530;1338;1498;1414
62828;1505;1502;1498;1414
63281;1507;1510;1737;1370
63731;1548;1512;1585;1277
64183;1609;1510;1555;1238
64633;1507;1512;1791;1238
65095;1507;1512;1682;1238
65549;1610;1501;1501;1318
66000;1621;1499;1501;1354
66451;1646;1502;1499;1398
66903;1606;1506;1499;1441
67353;1508;1512;1499;1441
67805;1508;1512;1499;1441
68255;1508;1510;1499;1512
68707;1506;1510;1499;1514
69157;1506;1512;1496;1512
69609;1506;1569;1494;1403
70071;1506;1560;1494;1383
70521;1506;1518;1498;1429
70975;1502;1519;1495;1416
71429;1416;1578;1497;1416
71879;1500;1516;1495;1500
72331;1495;1514;1495;1381
72781;1499;1514;1497;1414
73233;1503;1514;1193;997
73683;1503;1514;990;995
74134;1503;1514;1048;993
74595;1505;1514;1494;993
75045;1505;1514;1494;993
75496;1505;1514;1494;993
75948;1505;1514;1494;993
76398;1505;1514;1494;993
76849;1505;1514;1494;993
77299;1505;1514;1494;993
77750;1505;1514;1494;993
78200;1505;1514;1494;993
78651;1505;1514;1494;995
79101;1505;1514;1494;995
79563;1505;1514;1494;995
80015;1505;1514;1494;995
80468;1505;1514;1494;995
80920;1505;1514;1494;995
81372;1505;1514;1494;995
81823;1505;1514;1494;995
82274;1505;1514;1494;995
82725;1505;1514;1494;995
83179;1505;1514;1494;995
83631;1505;1514;1494;995
84096;1505;1514;1494;995
84547;1505;1514;1494;995
84999;1505;1514;1494;995
85449;1505;1514;1494;995
85901;1505;1514;1494;995
86352;1505;1514;1494;995
86803;1505;1514;1494;995
87255;1505;1514;1494;995
87708;1505;1514;1494;995
88159;1505;1514;1494;995
88610;1505;1514;1494;995
89072;1505;1514;1494;995
89524;1505;1514;1494;995
89975;1505;1514;1494;995
90426;1505;1514;1494;995
90877;1505;1514;1494;995
91328;1505;1514;1494;995
91780;1505;1514;1494;995
92233;1505;1514;1494;995
92685;1505;1514;1494;995
93136;1505;1514;1494;995
93598;1505;1514;1494;995
94050;1505;1514;1494;995
94501;1505;1514;1494;995
94952;1505;1514;1494;995
95409;1505;1514;1494;995
95859;1505;1514;1494;995
96311;1505;1514;1494;995
96761;1505;1514;1494;995
97213;1505;1514;1494;995
97664;1505;1514;1494;995
98126;1505;1514;1494;995
98578;1505;1514;1494;995
99028;1505;1514;1494;995
99480;1505;1514;1494;995
99931;1505;1514;1494;995
100382;1505;1514;1494;995
100833;1505;1514;1494;995
101287;1505;1514;1494;995
101739;1505;1514;1494;995
102190;1505;1514;1494;995
102641;1505;1514;1494;995
103106;1505;1514;1494;995
103558;1505;1514;1494;995
104009;1505;1514;1494;995
104460;1505;1514;1494;995
104911;1505;1514;1494;995
105363;1505;1514;1494;995
105814;1505;1514;1494;995
106267;1505;1514;1494;995
106719;1505;1514;1494;995
107170;1505;1514;1494;995
107632;1505;1514;1494;995
108084;1505;1514;1494;995
108535;1505;1514;1494;995
108987;1505;1514;1494;995
109437;1505;1514;1494;995
109890;1505;1514;1494;995
110342;1505;1514;1494;995
110792;1505;1514;1494;995
111244;1505;1514;1494;995
111695;1505;1514;1494;995
112147;1505;1514;1494;995
112610;1505;1514;1494;995
113061;1505;1514;1494;995
113513;1505;1514;1494;995
113965;1505;1514;1494;995
114415;1505;1514;1494;995
114867;1505;1514;1494;995
115318;1505;1514;1494;995
115769;1505;1514;1494;995
116220;1505;1514;1494;995
116672;1505;1514;1494;995
117140;1505;1514;1494;995
117591;1505;1514;1494;995
118044;1505;1514;1494;995
118496;1505;1514;1494;995
118946;1505;1514;1494;995
119398;1505;1514;1494;995
119849;1505;1514;1494;995
120301;1505;1514;1494;995
120753;1505;1514;1494;995
121204;1505;1514;1494;995
121655;1505;1514;1494;995
122118;1505;1514;1494;995
122568;1505;1514;1494;995
123020;1505;1514;1494;995
123470;1505;1514;1494;995
